,OriginalPrice,SalePrice,Discount,Ratings,Comments,Media,Brand,QtySold,Favourites,link,SubCat1,SubCat2,SubCat3,Content,LogQtySold,NORPercent
2356,12.9,12.9,0,,0,0,Tsururi,4,9,https://shopee.sg/Tsururi-Point-Clay-Pack-Ghassoul-and-Red-Clay-Power-55g-i.195238920.9111839943?sp_atk=f00bd92c-eda5-44da-b151-10481071d114,Beauty & Personal Care,Women's Hair Care,Styling,1521.0,1.3862943611198906,0.0
2357,29.9,25.35,15,,0,0,NaturVital,4,1,https://shopee.sg/NATURVITAL-Coloursafe-Permanent-Hair-Colour-Chestnut-4-i.195238920.8849377061?sp_atk=cf68cd52-653f-4e74-8110-1d3149544c1c,Beauty & Personal Care,Women's Hair Care,Hair Color,702.0,1.3862943611198906,0.0
2358,12.9,12.9,0,,0,0,Watsons,4,3,https://shopee.sg/Watsons-Very-High-Protection-Sunscreen-Body-Lotion-100ml-i.195238920.8611839803?sp_atk=5b7ff400-ea46-4a86-9c91-af8039194713,Beauty & Personal Care,Bath & Body,Body lotion,1187.0,1.3862943611198906,0.0
2359,14.9,14.9,0,,0,0,Lucido-l,3,4,https://shopee.sg/LUCIDO-L-Argan-Rich-Oil-Hair-Treatment-Water-170g-i.195238920.8549386040?sp_atk=7cf60769-0977-4dad-bb46-a0bd9028378a,Beauty & Personal Care,Women's Hair Care,Treatment,1219.0,1.0986122886681098,0.0
2360,24.9,24.9,0,,0,0,Dolly Wink,2,1,https://shopee.sg/DOLLY-WINK-Eyelash-No.-30-Chiffon-Nude-i.195238920.8417232281?sp_atk=39e15a18-1830-4548-879c-5db4d85d9a00,Beauty & Personal Care,Makeup,Others,1590.0,0.6931471805599453,0.0
2361,22.9,22.9,0,,0,0,Hada Labo,7,5,https://shopee.sg/Hada-Labo-Hydrating-Light-Lotion-170Ml-i.195238920.8116984722?sp_atk=47c3e07c-721d-4320-802f-bdb960d1bd74,Beauty & Personal Care,Bath & Body,Body lotion,829.0,1.9459101490553132,0.0
2362,10.9,10.9,0,,0,0,Kate Tokyo,4,1,https://shopee.sg/Kate-Tokyo-Eyebrow-Pencil-A-Br-2-i.195238920.7587916713?sp_atk=2da35133-12a4-464f-a6a8-63f3fd98e579,Beauty & Personal Care,Makeup,Eye,177.0,1.3862943611198906,0.0
2363,21.0,21.0,0,,0,0,Kate Tokyo,2,2,https://shopee.sg/Kate-Tokyo-Designing-Brown-Eyes-4-Color-Eyeshadow-Palette-Colour-Br-3-(Orange-Brown)-1S-i.195238920.6187942167?sp_atk=3c542166-4c87-4593-b560-a05d71a55d49,Beauty & Personal Care,Makeup,Eye,876.0,0.6931471805599453,0.0
2364,44.95,38.15,15,,0,0,Neostrata,4,4,https://shopee.sg/NEOSTRATA-Enlighten-Pigment-Lightening-Gel-(Targets-Skin-Discoloration)-20g-i.195238920.6187519698?sp_atk=a4a29de5-616f-4e43-a84f-5980fca77203,Beauty & Personal Care,Skincare,Moisturizer,1315.0,1.3862943611198906,0.0
2365,29.9,25.35,15,,0,0,d program,5,4,https://shopee.sg/D-Program-Essence-In-Cleansing-Foam-120G-i.195238920.5979774162?sp_atk=8eabaac4-863d-4351-a73b-e6ec09d8ddaa,Beauty & Personal Care,Skincare,Cleanser,1507.0,1.6094379124341003,0.0
2366,4.5,3.8,16,,0,0,Colgate,4,1,https://shopee.sg/COLGATE-Plax-Mouthwash-Peppermint-250ml-i.195238920.5487922425?sp_atk=f0bbbd2e-86d9-4ac2-a372-4616a0be719e,Beauty & Personal Care,Oral Care,Mouthwash,323.0,1.3862943611198906,0.0
2367,30.0,25.5,15,,0,0,VICHY,3,2,https://shopee.sg/Vichy-Purete-Thermale-Fresh-Cleansing-Gel-200ml-i.195238920.5378568912?sp_atk=efdd9bd2-adac-4508-9d6c-7fb0be506535,Beauty & Personal Care,Makeup,Makeup Remover,957.0,1.0986122886681098,0.0
2368,20.5,20.5,0,,0,0,Kate Tokyo,4,3,https://shopee.sg/Kate-Tokyo-Designing-Eyebrow-3D-Ex-5-Brown-1-Piece-i.195238920.4987937786?sp_atk=eafd88bc-e71e-4849-b1c3-82251ba217b0,Beauty & Personal Care,Makeup,Eye,977.0,1.3862943611198906,0.0
2369,9.9,9.9,0,,0,0,Maybelline New York,5,1,https://shopee.sg/Maybelline-Fashion-Brow-Wooden-Cream-Pencil-(Dark-Brown)-1-Piece-i.195238920.4379743867?sp_atk=e31ae6b2-c284-423c-b229-b6fe709dd6ba,Beauty & Personal Care,Makeup,Eye,688.0,1.6094379124341003,0.0
2370,30.0,25.5,15,,0,0,VICHY,4,2,https://shopee.sg/Vichy-Normaderm-Purifying-Gel-Cleanser-200ml-i.195238920.4178290213?sp_atk=72e6d24f-a41c-4e9a-b823-0185e30d823a,Beauty & Personal Care,Skincare,Cleanser,1077.0,1.3862943611198906,0.0
2371,16.9,14.3,15,,0,0,La Roche-Posay,6,9,https://shopee.sg/La-Roche-Posaylipikar-Baume-Ap-75Ml-i.195238920.4118621102?sp_atk=fb3d1bc3-234b-47e2-9613-07a23c94c4db,Beauty & Personal Care,Skincare,Cleanser,296.0,1.791759469228055,0.0
2372,9.9,9.9,0,,0,0,St. Ives,4,1,https://shopee.sg/St-Ives-Green-Tea-Scrub-170g-i.195238920.3878827693?sp_atk=cf81b420-fb82-477c-bbd5-538a4116e82b,Beauty & Personal Care,Skincare,Exfoliators & Scrubs,1023.0,1.3862943611198906,0.0
2373,5.9,5.9,0,,0,0,Watsons,8,1,https://shopee.sg/Watsons-Warm-Eye-Mask-Lavender-5S-i.195238920.3707842679?sp_atk=6b6787c3-b3a2-4dbd-8147-0a6e3efb3fd9,Beauty & Personal Care,Skincare,Eye Care,629.0,2.0794415416798357,0.0
2374,9.9,8.35,16,,0,0,SILKYGIRL,3,8,https://shopee.sg/Silkygirl-Silkygirl-Long-Wearing-Lip-Liner-01-Nude-0.25G-i.195238920.3379844085?sp_atk=cbf6f4c1-99a7-4e2d-b6e0-f08a0a4f0925,Beauty & Personal Care,Makeup,Lip,637.0,1.0986122886681098,0.0
2375,36.9,31.3,15,,0,0,Bioderma,3,2,https://shopee.sg/Bioderma-Sensibio-Light-Soothing-Moisturiser-(Sensitive-Skin)-40Ml-i.195238920.3005599737?sp_atk=3bf60d37-4949-4b1f-9227-c884512f4cdc,Beauty & Personal Care,Skincare,Moisturizer,567.0,1.0986122886681098,0.0
2376,21.9,21.9,0,,0,0,Heroine make,3,4,https://shopee.sg/Heroine-Make-Micro-Mascara-Advanced-Film-No-01-i.195238920.2919754515?sp_atk=9828b5b1-f232-487a-b8b3-808eae4abdd7,Beauty & Personal Care,Makeup,Eye,1525.0,1.0986122886681098,0.0
2377,5.95,5.95,0,5.0,0,0,Dettol,2,1,https://shopee.sg/Dettol-Healthy-Clean-Bathroom-Trigger-Spray-(Kills-99.99-Germs)-500Ml-i.195238920.10262223703?sp_atk=9a8ccce0-9307-4b10-9bfb-22b1f1dda993,Home & Living,Housekeeping,Cleaning Agent,741.0,0.6931471805599453,0.5
2378,10.9,9.2,16,5.0,1,1,LuLuLun,2,2,https://shopee.sg/LULULUN-Blue-5T-Moist-Moisturising-Face-Mask-Sheet-10s-i.195238920.5387521326?sp_atk=a7c3ada9-876d-45bc-bb45-39a72a76b1ef,Beauty & Personal Care,Skincare,Mask,2344.0,0.6931471805599453,0.5
2379,7.7,7.7,0,5.0,0,0,SENSODYNE,2,1,https://shopee.sg/SENSODYNE-Gentle-Whitening-Toothpaste-120g-i.195238920.10100403197?sp_atk=cb25036c-052c-480d-9685-2f6426fc3b28,Beauty & Personal Care,Oral Care,Toothpaste,341.0,0.6931471805599453,0.5
2380,11.9,10.05,16,5.0,0,0,Dr. LeWinn's,2,0,https://shopee.sg/Dr-Lewinn'S-Line-Smoothing-Complex-Hyaluronic-Acid-Caffeine-Under-Eye-Recovery-Masks-3-Pair-i.195238920.7279746288?sp_atk=e712af65-6bac-48c9-9eb2-ab9eadd3c629,Beauty & Personal Care,Skincare,Eye Care,2696.0,0.6931471805599453,0.5
2381,114.0,81.7,28,5.0,1,0,Colgate,2,0,https://shopee.sg/COLGATE-Plax-Mouthwash-Fresh-Mint-Carton-12x1L-i.195238920.11901513017?sp_atk=bfa631d1-39e2-4a36-9b5f-4273858a3291,Beauty & Personal Care,Oral Care,Mouthwash,535.0,0.6931471805599453,0.5
2382,12.9,10.9,16,5.0,0,0,Utena,2,1,https://shopee.sg/Utena-Puresa-Sheet-Mask-Rose-Extract-5's-i.195238920.7478727965?sp_atk=e730817b-3f1c-403d-89d8-836aa6039699,Beauty & Personal Care,Skincare,Mask,1150.0,0.6931471805599453,0.5
2383,35.9,30.45,15,4.0,0,0,Uriage,1,0,https://shopee.sg/Uriage-Eau-Thermale-Water-Eye-Contour-Cream-15ml-i.195238920.4421349730?sp_atk=520ab48a-c486-441b-953c-5e371bba10e9,Beauty & Personal Care,Skincare,Eye Care,1187.0,0.0,1.0
2384,6.9,6.9,0,5.0,0,0,Saborino,2,3,https://shopee.sg/Saborino-Morning-Facial-Sheet-Mask-5-Pcs-i.195238920.4279831275?sp_atk=81886cdd-319c-4397-be2f-7b89279627d2,Beauty & Personal Care,Skincare,Mask,1189.0,0.6931471805599453,0.5
2385,11.9,11.9,0,5.0,0,0,Sally Hansen,3,0,https://shopee.sg/SALLY-HANSEN-Good.-Kind.-Pure.-260-Eco-Rose-10ml-i.195238920.8449206967?sp_atk=2a02b449-be51-4aa3-a2c8-d1bc4d310847,Beauty & Personal Care,Bath & Body,Bubble Bath,649.0,1.0986122886681098,0.3333333333333333
2386,72.0,61.2,15,3.0,1,1,VICHY,3,5,https://shopee.sg/Vichy-Liftactiv-Collagen-Specialist-Cream-50ml-i.195238920.9911823709?sp_atk=404bee4c-f10b-464d-bfc1-200cb839ad56,Beauty & Personal Care,Skincare,Moisturizer,1240.0,1.0986122886681098,0.6666666666666666
2387,10.9,9.2,16,5.0,0,0,Nivea,3,0,https://shopee.sg/NIVEA-Extra-White-Serum-Deodorant-Spray-100ml-i.195238920.11700517050?sp_atk=b21a03e4-d154-472f-95a3-0ee312affd4e,Beauty & Personal Care,Bath & Body,Deodorant,799.0,1.0986122886681098,0.6666666666666666
2388,9.3,7.85,16,5.0,0,0,Nivea,2,0,https://shopee.sg/NIVEA-Men-Cool-Kick-Deodorant-Spray-150ml-i.195238920.11600518103?sp_atk=0e5364b0-b629-484a-8fdb-3cc1d738a611,Beauty & Personal Care,Bath & Body,Deodorant,479.0,0.6931471805599453,0.5
2389,8.9,8.9,0,,0,0,Herbal Essences,4,3,https://shopee.sg/Herbal-Essences-D-D-Quench-Shampoo-300Ml-i.195238920.3918716741?sp_atk=34c36fea-7d50-43e5-924b-a4e7693fa389,Beauty & Personal Care,Women's Hair Care,Shampoo,296.0,1.3862943611198906,0.0
2390,69.0,58.65,15,5.0,0,0,VitaRealm,2,3,https://shopee.sg/Vitarealm-Power-Eyes-60S-i.195238920.6018637429?sp_atk=280ae41d-60bf-4b80-88d5-e90e2163bf74,Health & Wellness,Supplements,Multivitamin & Minerals,296.0,0.6931471805599453,0.5
2391,2.0,2.0,0,5.0,1,1,Watsons,2,2,https://shopee.sg/Watsons-Ladies-Bikini-Disposable-Razor-3s-i.195238920.10359853114?sp_atk=d84d4ff1-9d84-4d7c-87b8-73271406d55a,Beauty & Personal Care,Men's Grooming,Shave,664.0,0.6931471805599453,1.0
2392,132.2,112.3,15,5.0,1,1,CALTRATE,2,4,https://shopee.sg/CALTRATE-Joint-Health-UC-II-Collagen-90s-i.195238920.3583382538?sp_atk=00e19389-0a99-4622-ac11-445df0f8e8a6,Health & Wellness,Beauty Supplements,Collagen,1655.0,0.6931471805599453,0.5
2393,21.95,18.6,15,,0,0,okamoto,4,0,https://shopee.sg/Okamoto%C2%AE-0.02-Hydro-Polyurethane-Nonlatex-Condoms-8s-i.195238920.9917640693?sp_atk=64aa8034-30d9-4fff-bd3c-bc07b59f706e,Health & Wellness,Sexual Wellness,Condoms,296.0,1.3862943611198906,0.0
2394,25.9,21.95,15,5.0,0,0,Salonpas,2,0,https://shopee.sg/Salonpas%C2%AE-Supporter-Calf-L-1-piece-i.195238920.9117631898?sp_atk=14f87c26-130e-4302-b636-d3a7b4f62e87,Health & Wellness,Medical Supplies,First Aid Supplies,1728.0,0.6931471805599453,0.5
2395,8.2,7.5,9,5.0,0,0,3M,2,1,https://shopee.sg/3M-Nexcare-3Macne-Patch-Thinner-30S-i.195238920.9117020410?sp_atk=53b2bb3f-9792-4d0f-b1bd-31c75697ba08,Health & Wellness,Medical Supplies,First Aid Supplies,550.0,0.6931471805599453,0.5
2396,66.1,66.1,0,5.0,0,0,Centrum,2,0,https://shopee.sg/Centrum-Multivitamin-Multimineral-Tablet-For-Men-(Complete-from-A-To-Zinc)-100s-i.195238920.9317601662?sp_atk=a5fc0c20-82f4-477d-be4a-3dff3137627e,Health & Wellness,Supplements,Multivitamin & Minerals,735.0,0.6931471805599453,0.5
2397,12.9,11.55,10,5.0,0,0,Redoxon,2,1,https://shopee.sg/Redoxon-Triple-Action-Effervescent-Tab-Orange-15-Tablets-i.195238920.9117635170?sp_atk=75e1c704-c85b-4265-8c71-1b9705252e0e,Health & Wellness,Food Nutrition,Others,329.0,0.6931471805599453,0.5
2398,80.0,68.0,15,5.0,0,0,Doctor's Best,2,0,https://shopee.sg/Doctor's-Best-Digestive-Enzymes-90-Capsules-i.195238920.8617653365?sp_atk=0520e9ed-61b5-49b9-b6de-27f999a55d15,Health & Wellness,Supplements,Digestion & Liver,815.0,0.6931471805599453,0.5
2399,29.85,29.85,0,5.0,0,1,Berocca,2,0,https://shopee.sg/Berocca-Performance-Vitamin-B-Mango-Energy-Effervescent-30-Tablets-i.195238920.8117653818?sp_atk=002e9706-f14f-432d-91ea-1790a2491605,Health & Wellness,Food Nutrition,Others,720.0,0.6931471805599453,0.5
2400,8.2,6.95,15,5.0,0,0,Vapex,4,6,https://shopee.sg/Sato-Nazal-Spray-15Ml-i.195238920.4209140219?sp_atk=1cb1dded-0601-442d-8b51-19dcd04c8880,Health & Wellness,OTC Medications,"Coughs, Colds, Flu, Allergy",407.0,1.3862943611198906,0.25
2401,49.9,42.35,15,5.0,0,0,KINOHIMITSU,2,0,https://shopee.sg/Kinohimitsu-Collagen-Green-Caviar-50g-x-10s-i.195238920.7379938761?sp_atk=303e7b49-7836-4b8c-80e1-077b97ecdfa8,Health & Wellness,Beauty Supplements,Collagen,673.0,0.6931471805599453,0.5
2402,69.0,69.0,0,5.0,0,0,Ocean Health,2,0,https://shopee.sg/Ocean-Health-Collajoint-Pure-Collagen-Powder-300g-i.195238920.3006266650?sp_atk=a7a06d6a-d1ba-4c52-b4a5-82d81721ba0c,Health & Wellness,Beauty Supplements,Collagen,866.0,0.6931471805599453,0.5
2403,5.45,4.85,11,5.0,1,1,Nivea,2,1,https://shopee.sg/Nivea-Creme-250Ml-i.195238920.4079776617?sp_atk=9f1ecc69-e2c9-484a-b64a-578a6fd9d05f,Beauty & Personal Care,Bath & Body,Deodorant,431.0,0.6931471805599453,0.5
2404,109.0,92.65,15,5.0,0,0,Vita Green,3,0,https://shopee.sg/VitaGreen-Lingzhi-72-capsules-i.195238920.6678322937?sp_atk=e47d62c8-63b8-4787-b97c-a71031a4d9d7,Health & Wellness,Supplements,Multivitamin & Minerals,262.0,1.0986122886681098,0.3333333333333333
2405,109.15,81.85,25,5.0,0,0,Thomson,3,0,https://shopee.sg/Thomson-OsteoPro-120-capsules-i.195238920.3183486715?sp_atk=351c6e29-0744-461f-b554-922762617549,Health & Wellness,Food Nutrition,Others,311.0,1.0986122886681098,0.3333333333333333
2406,47.0,35.25,25,3.0,1,1,Ceradan,2,0,https://shopee.sg/Ceradan-Ceramide-Gentle-Cleanser-1L-i.195238920.5079939967?sp_atk=c730068d-fe44-4dec-9243-6cd6922620ab,Beauty & Personal Care,Skincare,Cleanser,983.0,0.6931471805599453,0.5
2407,33.7,28.6,15,5.0,0,0,Shaklee,2,2,https://shopee.sg/Shaklee-CarotoMax-Dietary-Supplement-Softgels-For-Eye-(With-High-Power-Carotenoid-Antioxidants)-30s-i.195238920.3183197587?sp_atk=db793850-4af5-4ba9-afd1-ee525486468a,Health & Wellness,Supplements,Multivitamin & Minerals,451.0,0.6931471805599453,0.5
2408,19.0,16.15,15,5.0,0,0,BLACKMORES,6,3,https://shopee.sg/BLACKMORES-Natural-Vitamin-E-Cream-50g-i.195238920.9150945139?sp_atk=abf19bb3-cad9-4978-9374-ac2d0ce21f0d,Health & Wellness,Food Nutrition,Others,429.0,1.791759469228055,0.3333333333333333
2409,9.4,9.4,0,,0,0,panadol,5,2,https://shopee.sg/Panadol-Sinus-Max-Capsules-12'S-i.195238920.4709140686?sp_atk=51fe9128-793a-4e33-9f40-fd531e15edab,Health & Wellness,OTC Medications,Fever & Painkillers,449.0,1.6094379124341003,0.0
2410,10.0,8.5,15,,0,0,21ST CENTURY,5,0,https://shopee.sg/21St-Century-Chewy-Vitamin-C-Vegetarian-Pastilles-With-6-Fruity-Flavours-(For-Children)-30Mg-60S-i.195238920.2995862479?sp_atk=673e786d-fab2-498b-874d-e80bfdf5b8c1,Health & Wellness,Supplements,Multivitamin & Minerals,760.0,1.6094379124341003,0.0
2411,79.8,68.55,14,5.0,1,0,TENA,3,0,https://shopee.sg/Tena-ProSkin-Slip-Adult-Diaper-Maxi-Size-L-9s-x-6-Pack-(per-carton)-i.195238920.13329003369?sp_atk=d661b0ac-8949-4c51-b91b-767176450ae4,Health & Wellness,Senior Care,Others,796.0,1.0986122886681098,0.3333333333333333
2412,15.0,12.75,15,,0,0,21ST CENTURY,4,0,https://shopee.sg/21St-Century-Healthcare-Selenium-Ace-Mega-Potency-Antioxidants-Tablets-(Protect-From-Free-Radicals)-30S-i.195238920.12433386256?sp_atk=f65a3824-9478-4c90-859c-d5226054073c,Health & Wellness,Food Nutrition,Others,661.0,1.3862943611198906,0.0
2413,5.9,5.9,0,5.0,1,1,SCOTT'S,4,1,https://shopee.sg/SCOTT'S-DHA-Gummies-Blackcurrant-Flavour-15-Gummies-i.195238920.10800403807?sp_atk=c6261fae-b9ce-477b-8f07-6d383559cb84,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,609.0,1.3862943611198906,0.25
2414,21.9,21.9,0,,0,0,Dolly Wink,0,0,https://shopee.sg/Dolly-Wink-My-Best-Liner-Deep-Black-1S-i.195238920.4579835820?sp_atk=41d36e2b-b8bf-4792-8756-0cd4deb31370,Beauty & Personal Care,Makeup,Others,1396.0,-inf,0.0
2415,3.9,3.9,0,,0,0,Dettol,0,0,https://shopee.sg/Dettol-Anti-Bacterial-Sensitive-Liquid-Hand-Wash-250Ml-i.195238920.13533199432?sp_atk=2a949cc8-7707-4d5c-9e7d-ac3008384dcf,Beauty & Personal Care,Bath & Body,Hand Wash & Sanitizers,967.0,-inf,0.0
2416,2.9,2.9,0,,0,0,Lifebuoy,3,0,https://shopee.sg/Lifebuoy-Activfresh-Antibacterial-Handwash-200Ml-i.195238920.10562307044?sp_atk=f347ed63-073c-488d-9755-0829fbbf9963,Beauty & Personal Care,Bath & Body,Hand Wash & Sanitizers,799.0,1.0986122886681098,0.0
2417,3.9,2.2,44,,0,0,Forest Beauty,3,1,https://shopee.sg/Forest-Beauty-Hydrating-Conditioning-Cleansing-Wipe-Makeup-Removal-12S-i.195238920.4679835847?sp_atk=54f7099c-6d0a-4ba1-9571-114d3b70b3b1,Beauty & Personal Care,Makeup,Makeup Remover,1872.0,1.0986122886681098,0.0
2418,6.5,6.5,0,,0,0,Biore,5,3,https://shopee.sg/BIORE-Cool-Body-Towel-i.195238920.11001490245?sp_atk=f7b62e04-902c-45a4-a6a9-1732ea1198d1,Beauty & Personal Care,Bath & Body,Deodorant,1098.0,1.6094379124341003,0.0
2419,69.9,59.35,15,,0,0,AFC,2,0,https://shopee.sg/Afc-Ultimate-Liver-Care-90s-i.195238920.9717601246?sp_atk=a4a86352-8ddc-4888-b56d-f01d4c0458d0,Health & Wellness,Supplements,Digestion & Liver,462.0,0.6931471805599453,0.0
2420,9.1,7.7,15,,0,0,Nivea,8,0,https://shopee.sg/NIVEA-Deodorant-Spray-Extra-Whitening-i.195238920.9649386954?sp_atk=4b434a9e-9645-4605-8135-7a51be42341b,Beauty & Personal Care,Bath & Body,Deodorant,609.0,2.0794415416798357,0.0
2421,6.5,6.5,0,,0,0,SCOTT'S,10,0,https://shopee.sg/SCOTT'S-Multivitamins-Gummies-Tropical-15s-i.195238920.9449202123?sp_atk=ca3d2d15-bf14-4f8a-bdda-707f63324090,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,708.0,2.302585092994046,0.0
2422,9.5,9.5,0,,0,0,SENSODYNE,8,1,https://shopee.sg/SENSODYNE-Sensitivity-Gum-Extra-Fresh-Toothpaste-100g-i.195238920.9249202066?sp_atk=fc740865-a119-48c7-9cd0-d3b0bb5c9c71,Beauty & Personal Care,Oral Care,Toothpaste,458.0,2.0794415416798357,0.0
2423,51.4,43.65,15,5.0,1,1,Essentiale,2,1,https://shopee.sg/Essentiale-Forte-N-Capsule-(Support-Liver-Vital-Function)-50s-i.195238920.8317633971?sp_atk=a1a4ce70-06bf-4bb2-b2af-f232d14b4cf0,Health & Wellness,Supplements,Digestion & Liver,175.0,0.6931471805599453,0.5
2424,21.0,17.85,15,,0,0,Kate Tokyo,2,2,https://shopee.sg/Kate-Tokyo-Lash-Maximizer-Hp-Colour-Ex-1-Mascara-1S-i.195238920.8051054558?sp_atk=c2486f3e-d846-48e9-bd4a-bc99f2308074,Beauty & Personal Care,Makeup,Eye,365.0,0.6931471805599453,0.0
2425,78.0,66.3,15,5.0,0,0,GreenLife,2,1,https://shopee.sg/Greenlife-High-Strength-Probiotics-85B-30-Capsules-i.195238920.7921429541?sp_atk=ccbfe54b-bfb8-45b4-a8c4-0b0926cb68e9,Health & Wellness,Supplements,Multivitamin & Minerals,1775.0,0.6931471805599453,0.5
2426,13.5,13.5,0,5.0,0,0,Desitin,3,0,https://shopee.sg/DESITIN-Rapid-Relief-Creamy-2oz-i.195238920.4887912365?sp_atk=f2077b4c-c6b7-4139-aad0-ade27931f1e0,"Toys, Kids & Babies",Bath & Baby Care,Baby Skincare,296.0,1.0986122886681098,0.3333333333333333
2427,9.5,9.5,0,5.0,1,1,SENSODYNE,7,0,https://shopee.sg/SENSODYNE-Rapid-Relief-Whitening-100g-i.195238920.3287617515?sp_atk=fac431fa-dc0d-4ac2-8c23-cdf4a8ac5c7c,Beauty & Personal Care,Oral Care,Toothpaste,301.0,1.9459101490553132,0.14285714285714285
2428,49.9,49.9,0,5.0,0,0,EBENE,1,2,https://shopee.sg/Ebene-Bio-Ray-Extra-Strength-Instant-Pain-Relief-Knee-Guard-With-Extra-Tourmaline-Black-Free-Size-1S-i.195238920.13033395842?sp_atk=0d1e0b2d-f877-4965-bbbd-948f5be9c2c5,Sports & Outdoors,Recovery & Protection,Knee & Ankle Guard,710.0,0.0,1.0
2429,12.9,10.9,16,,0,0,Cetaphil,4,1,https://shopee.sg/CETAPHIL-BABY-Advanced-Protection-Cream-with-Organic-Calendula-85g-i.195238920.11801497928?sp_atk=4ed82ae2-83b3-48ff-b390-27a05105e72f,"Toys, Kids & Babies",Bath & Baby Care,Ointments & Lotions,703.0,1.3862943611198906,0.0
2430,7.9,6.65,16,,0,0,Naturals by Watsons,4,0,https://shopee.sg/NATURALS-BY-WATSONS-Prestige-Rose-Cream-Bath-490ml-i.195238920.9949386291?sp_atk=09794192-7786-4c8c-8e61-fdcc5dc657d6,Beauty & Personal Care,Skincare,Moisturizer,1279.0,1.3862943611198906,0.0
2431,17.9,17.9,0,,0,0,Maybelline New York,3,1,https://shopee.sg/Maybelline-Superstay-Matte-Ink-15-Lover-5Ml-i.195238920.9516873967?sp_atk=2a4491d4-ec79-4ede-a860-9516d33439b6,Beauty & Personal Care,Makeup,Lip,1160.0,1.0986122886681098,0.0
2432,10.85,10.85,0,,0,0,Scholl,6,3,https://shopee.sg/Scholl-Corn-Callous-Metal-File-1-Piece-i.195238920.9417589223?sp_atk=aaa7b02a-40df-4431-bdd2-38f4060d1a4e,Beauty & Personal Care,Nails,Nail Tools,90.0,1.791759469228055,0.0
2433,19.9,19.9,0,,0,0,Gillette,4,2,https://shopee.sg/Gillette-The-Fusion-Cooling-Formula-Gives-A-Gentle-Shave-And-Soften-Hair.-i.195238920.9150881471?sp_atk=1e2668b5-e1c7-43ba-9440-bd0704dc1023,Beauty & Personal Care,Men's Grooming,Shave,489.0,1.3862943611198906,0.0
2434,85.0,72.25,15,5.0,0,0,OLIVA forte,9,1,https://shopee.sg/Oliva-Forte-Essence-Capsules-60s-i.195238920.9017593834?sp_atk=7e9d76a1-7aa7-4459-a144-055901a32987,Health & Wellness,Food Nutrition,Others,1699.0,2.1972245773362196,0.1111111111111111
2435,39.9,33.85,15,5.0,0,0,La Roche-Posay,3,4,https://shopee.sg/La-Roche-Posay-Lipikar-Baume-Ap-200Ml-i.195238920.9016874003?sp_atk=92a6f031-e1c6-4c1e-af08-73190d3715e8,Beauty & Personal Care,Skincare,Cleanser,1585.0,1.0986122886681098,0.3333333333333333
2436,22.9,22.9,0,5.0,0,0,L'OREAL PARIS,6,2,https://shopee.sg/Loreal-Paris-Dermo-Expertise-Bi-Phase-Micellar-Water-400Ml-i.195238920.8417016916?sp_atk=cce9fce7-fecc-491e-8ed6-47027badfc12,Beauty & Personal Care,Makeup,Makeup Remover,541.0,1.791759469228055,0.16666666666666666
2437,47.9,42.25,12,,0,0,Eu Yan Sang,5,0,https://shopee.sg/EU-YAN-SANG-Quality-Bird's-Nest-with-Reduced-Sugar-70g-x-6's-i.195238920.8150917271?sp_atk=0f024991-241c-4701-b7eb-7df9dd3c275c,Food & Beverages,Food Staples,Canned & Dried Food,288.0,1.6094379124341003,0.0
2438,12.9,10.9,16,,0,0,SILKYGIRL,4,2,https://shopee.sg/Silkygirl-Perfect-Matte-Liquid-Eyeliner-01-Matte-Black-i.195238920.8116874124?sp_atk=4c3e4f5c-715f-4f7e-9ea9-facb2a579549,Beauty & Personal Care,Makeup,Eye,666.0,1.3862943611198906,0.0
2439,18.9,18.9,0,,0,0,Diane,5,1,https://shopee.sg/MOIST-DIANE-Miracle-You-Damage-Repair-Treatment-450ml-i.195238920.8049386679?sp_atk=b1f30b3d-a398-4a83-98f4-57f79356d96b,Beauty & Personal Care,Women's Hair Care,Treatment,2186.0,1.6094379124341003,0.0
2440,13.15,13.15,0,,0,0,Sebamed,6,4,https://shopee.sg/Sebamed-Clear-Face-Starter-Kit-1-Set-i.195238920.6979779015?sp_atk=ef7cd9ea-bd34-4f00-982a-2cd19be024d1,Beauty & Personal Care,Skincare,Gift Sets,1144.0,1.791759469228055,0.0
2441,36.0,30.6,15,,0,0,VICHY,7,3,https://shopee.sg/Vichy-Uv-AntiDullness-BB-Cream-SPF50-40ml-i.195238920.6078246226?sp_atk=63c3b1f0-f5ea-4560-bfb4-8829aec4e8d4,Beauty & Personal Care,Skincare,Sun Care,593.0,1.9459101490553132,0.0
2442,25.9,21.95,15,,0,0,Salonpas,4,0,https://shopee.sg/Salonpas-Supporter-Elbow-M-1-piece-i.195238920.4279922128?sp_atk=6a1d6a80-d72f-4561-b3a8-8b5d3bc26caa,Health & Wellness,Medical Supplies,First Aid Supplies,1757.0,1.3862943611198906,0.0
2443,14.5,12.3,15,,0,0,Bifesta,6,2,https://shopee.sg/BIFESTA-Cleansing-Sheet-Brightup-46-Sheets-i.195238920.3788011430?sp_atk=d9d8c36c-56ce-4269-aed0-c42eaea7bd04,Beauty & Personal Care,Makeup,Makeup Remover,1778.0,1.791759469228055,0.0
